# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.017        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.018        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.019        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.020        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.021        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.022        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.023        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.024        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.025        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.026        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.027        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.028        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.029        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.030        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.031        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.032        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.033        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.034        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.035        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.036        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.037        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.038        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.039        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.040        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.041        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.042        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.043        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.044        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.045        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.046        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.047        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.048        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.049        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.050        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.051        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.052        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.053        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.054        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.055        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.056        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.057        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.058        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.059        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.060        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.061        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.062        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
       0.063        0.000       14.734      127.211
